"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2017,"Caldas","CENTRO (CALDAS)","VILLAMARIA",9853,63415
2020,"Cauca","NORTE (CAUCA)","PUERTO TEJADA",4327,42738
2019,"Antioquia","URABA","SAN JUAN DE URABA",565,20549
2015,"Bolivar","DEPRESION MOMPOSINA","TALAIGUA NUEVO",123,13532
2017,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","ARBOLEDAS",76,9385
2019,"Cesar","NORTE (CESAR)","VALLEDUPAR",71933,513685
2015,"Cundinamarca","SABANA OCCIDENTE","SUBACHOQUE",302,14595
2019,"Antioquia","SUROESTE","SANTA BARBARA",1912,26944
2019,"Cundinamarca","MAGDALENA CENTRO","CHAGUANI",28,4255
2019,"Santander","VELEZ","JESUS MARIA",20,3337
2019,"Cundinamarca","MAGDALENA CENTRO","SAN JUAN DE RIO SECO",51,8324
2015,"Boyaca","LA LIBERTAD","PAJARITO",39,2466
2020,"Narino","NORTE (NARINO)","EL ROSARIO",88,12567
2018,"Cordoba","ALTO SINU","VALENCIA",850,35694
2015,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TRUJILLO",561,19430
2019,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","VIJES",50,12817
2018,"Boyaca","GUTIERREZ","EL COCUY",148,4215
2018,"Sucre","MORROSQUILLO","PALMITO",34,14114
2020,"Tolima","SUR (TOLIMA)","RONCESVALLES",205,5560
2020,"Bolivar","DIQUE BOLIVARENSE","VILLANUEVA",140,24895
2016,"Antioquia","URABA","CHIGORODO",4434,54908
2016,"Antioquia","OCCIDENTE (ANTIOQUIA)","PEQUE",198,7991
2020,"Cundinamarca","ALMEIDAS","MACHETA",38,6437
2020,"Cordoba","COSTANERA","PUERTO ESCONDIDO",294,24615
2015,"Huila","CENTRO (HUILA)","GUADALUPE",14,17191
2015,"Cauca","SUR (CAUCA)","PIAMONTE",8,8104
2019,"Boyaca","RICAURTE","MONIQUIRA",993,22821
2016,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TRUJILLO",713,19264
2018,"Boyaca","MARQUEZ","BOYACA",71,5089
2018,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TRUJILLO",824,19226
2020,"Cauca","SUR (CAUCA)","LA VEGA",23,25191
2020,"Boyaca","RICAURTE","SACHICA",122,5672
2019,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TRUJILLO",795,19073
2020,"Antioquia","BAJO CAUCA","NECHI",783,26852
2020,"Antioquia","SUROESTE","SANTA BARBARA",2172,27219
2016,"Risaralda","DOS - VERTIENTE OCCIDENTAL","BELEN DE UMBRIA",824,24803
2016,"Caldas","CENTRO (CALDAS)","PALESTINA",514,15642
2017,"Meta","PIEDEMONTE","SAN JUANITO",45,1310
2017,"Santander","GUANENTA","COROMORO",60,5030
2017,"Boyaca","SUGAMUXI","TIBASOSA",484,12680
2020,"Boyaca","SUGAMUXI","CUITIVA",29,1855
2019,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CHOACHI",636,11213
2017,"Boyaca","TUNDAMA","TUTAZA",28,2030
2019,"Magdalena","NORTE (MAGDALENA)","ALGARROBO",382,16194
2018,"Choco","ATRATO","LLORO",35,9786
2018,"Tolima","ORIENTE (TOLIMA)","ICONONZO",364,11887
2018,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","EL CARMEN",259,13144
2018,"Caldas","ORIENTE (CALDAS)","NORCASIA",290,6022
2016,"Vaupes","VAUPES","CARURU",5,2768
2019,"Choco","SAN JUAN","SIPI",25,3202
2017,"Huila","NORTE (HUILA)","RIVERA",392,23932
2015,"Santander","VELEZ","ALBANIA",31,4279
2016,"Norte De Santander","SUR ORIENTE","RAGONVALIA",14,5659
2016,"Cundinamarca","SABANA OCCIDENTE","ZIPACON",48,4364
2020,"Cesar","CENTRAL","LA JAGUA DE IBIRICO",4808,50338
2015,"Santander","GUANENTA","PARAMO",45,4516
2016,"Meta","ARIARI","EL CASTILLO",113,7994
2015,"Meta","PIEDEMONTE","SAN MARTIN",1557,25669
2018,"Norte De Santander","ORIENTAL","SAN JOSE DE CUCUTA",98955,711715
2016,"Meta","ARIARI","PUERTO CONCORDIA",206,8289
2018,"Antioquia","ORIENTE (ANTIOQUIA)","ALEJANDRIA",317,4657
2020,"Tolima","ORIENTE (TOLIMA)","CUNDAY",35,8734
2019,"Narino","NORTE (NARINO)","ALBAN",448,9443
2016,"Boyaca","ORIENTE (BOYACA)","SUTATENZA",46,4221
2017,"Cundinamarca","RIO NEGRO","EL PENON",56,4592
2020,"Cordoba","COSTANERA","SAN BERNARDO DEL VIENTO",396,38392
2015,"Boyaca","NORTE (BOYACA)","SAN MATEO",85,3817
2020,"Antioquia","URABA","APARTADO",21784,126239
2015,"Vaupes","VAUPES","CARURU",6,2710
2015,"Boyaca","ORIENTE (BOYACA)","SUTATENZA",44,4259
2016,"Tolima","NORTE (TOLIMA)","AMBALEMA",399,6727
2020,"Magdalena","SANTA MARTA","SANTA MARTA",90361,530107
2020,"Narino","CENTRO (NARINO)","TANGUA",182,13783
2018,"Narino","SUR (NARINO)","PUPIALES",381,17491
2019,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","CALI",496164,2241491
2017,"Antioquia","NORTE (ANTIOQUIA)","ENTRERRIOS",970,10986
2017,"Atlantico","NORTE (ATLANTICO)","PUERTO COLOMBIA",5084,47674
2020,"Cauca","OCCIDENTE (CAUCA)","TIMBIQUI",37,26920
2017,"Magdalena","RIO","PIVIJAY",869,36437
2015,"Boyaca","TUNDAMA","TUTAZA",18,2046
2019,"Cundinamarca","SABANA CENTRO","ZIPAQUIRA",24139,138654
2018,"Huila","SUR (HUILA)","SAN AGUSTIN",829,33028
2016,"Tolima","SURORIENTE","ALPUJARRA",237,4558
2017,"Guaviare","GUAVIARE","MIRAFLORES",14,6603
2019,"Valle Del Cauca","OCCIDENTE (VALLE DEL CAUCA)","BUENAVENTURA",25094,310194
2019,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","VILLA CARO",70,5172
2018,"Boyaca","LA LIBERTAD","PISBA",40,1763
2018,"Amazonas","AMAZONAS","LA CHORRERA",50,2967
2016,"Vichada","VICHADA","PUERTO CARRENO",631,20553
2018,"Magdalena","RIO","CONCORDIA",10,10505
2019,"Santander","VELEZ","LA BELLEZA",252,6174
2018,"Tolima","SUR (TOLIMA)","SAN ANTONIO",339,12896
2017,"Cundinamarca","GUALIVA","SAN FRANCISCO",793,10260
2015,"Santander","SOTO","EL PLAYON",248,13413
2018,"Cesar","NOROCCIDENTAL","EL COPEY",27,30159
2020,"La Guajira","SUR (LA GUAJIRA)","FONSECA",4047,46607
2020,"Antioquia","NORDESTE","REMEDIOS",1901,29429
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","OLAYA",172,3100
2019,"Magdalena","CENTRO (MAGDALENA)","PLATO",1725,63026
2018,"Antioquia","NORTE (ANTIOQUIA)","SAN PEDRO DE LOS MILAGROS",2816,21949
2015,"Bolivar","LOBA","BARRANCO DE LOBA",155,14410
2018,"Caqueta","CAQUETA","CURILLO",13,7593
2020,"Cesar","SUR (CESAR)","LA GLORIA",51,18440
2019,"Antioquia","NORTE (ANTIOQUIA)","DONMATIAS",2608,19332
2018,"Narino","NORTE (NARINO)","SAN LORENZO",95,18473
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","HELICONIA",206,5526
2019,"Santander","VELEZ","FLORIAN",17,5569
2016,"Casanare","CASANARE","VILLANUEVA",1712,33711
2020,"Cundinamarca","SABANA OCCIDENTE","ZIPACON",37,4990
2020,"Tolima","SURORIENTE","PURIFICACION",1303,23741
2020,"Cauca","SUR (CAUCA)","FLORENCIA",675,5315
2016,"Cundinamarca","MAGDALENA CENTRO","SAN JUAN DE RIO SECO",191,7942
2017,"Cundinamarca","GUALIVA","NOCAIMA",153,5905
2016,"Santander","GUANENTA","COROMORO",57,5125
2015,"Norte De Santander","ORIENTAL","SAN CAYETANO",9,6364
2016,"Antioquia","ORIENTE (ANTIOQUIA)","CONCEPCION",198,4850
2020,"Norte De Santander","SUR ORIENTE","RAGONVALIA",128,6381
2019,"Sucre","SAN JORGE (SUCRE)","LA UNION",15,12701
2016,"Casanare","CASANARE","RECETOR",32,1713
2020,"Boyaca","SUGAMUXI","TIBASOSA",1033,13436
2018,"Sucre","SABANAS (SUCRE)","SAN LUIS DE SINCE",683,30773
2019,"Casanare","CASANARE","VILLANUEVA",1580,35793
2020,"Boyaca","SUGAMUXI","PESCA",183,6954
2018,"Antioquia","ORIENTE (ANTIOQUIA)","NARINO",291,10153
2020,"Choco","SAN JUAN","ISTMINA",2800,31772
2016,"Boyaca","VALDERRAMA","SOCHA",235,7923
2019,"Antioquia","NORTE (ANTIOQUIA)","ENTRERRIOS",1582,11465
2018,"Antioquia","OCCIDENTE (ANTIOQUIA)","SOPETRAN",1249,15053
2016,"Narino","CENTRO (NARINO)","NARINO",110,4321
2019,"Sucre","SABANAS (SUCRE)","EL ROBLE",8,10215
2018,"Caqueta","CAQUETA","EL PAUJIL",272,18036
2019,"Caldas","BAJO OCCIDENTE","BELALCAZAR",42,10634
2015,"Meta","ARIARI","PUERTO LLERAS",138,10008
2015,"Magdalena","NORTE (MAGDALENA)","PUEBLOVIEJO",8,27391
2018,"Cundinamarca","GUALIVA","SASAIMA",327,10711
2018,"Atlantico","CENTRO ORIENTE","SANTO TOMAS",1906,29829
2020,"Antioquia","OCCIDENTE (ANTIOQUIA)","CANASGORDAS",704,15889
2016,"Sucre","SABANAS (SUCRE)","SAMPUES",1129,44360
2017,"Antioquia","NORDESTE","YALI",255,7541
2015,"Casanare","CASANARE","PAZ DE ARIPORO",1420,34214
2017,"Santander","VELEZ","EL PENON",37,5272
2018,"Huila","NORTE (HUILA)","AIPE",406,16163
2018,"Choco","PACIFICO NORTE","BAHIA SOLANO",497,10123
2015,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","LOURDES",10,3829
2015,"Atlantico","CENTRO ORIENTE","SABANAGRANDE",491,30117
2017,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","MORALES",261,21676
2017,"Casanare","CASANARE","MONTERREY",1721,17093
2015,"Risaralda","DOS - VERTIENTE OCCIDENTAL","SANTUARIO",599,13081
2019,"Cundinamarca","SUMAPAZ","ARBELAEZ",480,10825
2016,"Magdalena","NORTE (MAGDALENA)","FUNDACION",2357,63819
2018,"Norte De Santander","SUR ORIENTE","RAGONVALIA",14,5899
2017,"Narino","CENTRO (NARINO)","NARINO",105,4339
2020,"Caqueta","CAQUETA","EL DONCELLO",280,19715
2016,"Cauca","NORTE (CAUCA)","MIRANDA",723,30855
2016,"Cundinamarca","SUMAPAZ","CABRERA",100,4427
2020,"Casanare","CASANARE","SACAMA",109,2209
2020,"Boyaca","CENTRO (BOYACA)","SORA",37,3103
2018,"Cordoba","ALTO SINU","TIERRALTA",3055,92349
2017,"Magdalena","RIO","PEDRAZA",13,8946
2017,"Cundinamarca","UBATE","VILLA DE SAN DIEGO DE UBATE",2658,40431
2016,"Amazonas","AMAZONAS","LA CHORRERA",1,2882
2020,"Santander","VELEZ","CHIPATA",82,5200
2016,"Antioquia","MAGDALENA MEDIO","PUERTO NARE",1087,14370
2018,"Santander","MARES","PUERTO WILCHES",1612,32791
2018,"Atlantico","OCCIDENTAL","PIOJO",14,6608
2018,"Narino","CENTRO OCCIDENTE","LOS ANDES",18,9547
2016,"Boyaca","TUNDAMA","FLORESTA",83,3350
2018,"Putumayo","PUTUMAYO","SANTIAGO",154,7290
2018,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA ESPERANZA",24,11358
2018,"Bolivar","DEPRESION MOMPOSINA","SANTA CRUZ DE MOMPOX",1332,44442
2020,"Atlantico","OCCIDENTAL","PIOJO",17,7008
2018,"Magdalena","NORTE (MAGDALENA)","CIENAGA",6201,120071
2020,"Tolima","SURORIENTE","GUAMO",3414,33912
2016,"Antioquia","NORTE (ANTIOQUIA)","SAN PEDRO DE LOS MILAGROS",2299,21226
2015,"Santander","VELEZ","CIMITARRA",748,31159
2017,"Tolima","SURORIENTE","ALPUJARRA",235,4535
2015,"Norte De Santander","SUR ORIENTE","CHINACOTA",478,16270
2020,"Antioquia","SUROESTE","MONTEBELLO",353,6830
2015,"Antioquia","SUROESTE","VENECIA",876,11626
2017,"Cundinamarca","ALTO MAGDALENA","JERUSALEN",53,2294
2019,"Vichada","VICHADA","LA PRIMAVERA",24,9799
2017,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","SAN CALIXTO",49,11634
2020,"Boyaca","LENGUPA","BERBEO",38,1625
2017,"Antioquia","ORIENTE (ANTIOQUIA)","LA UNION",2025,21075
2020,"Santander","COMUNERA","SUAITA",38,10338
2019,"Cauca","NORTE (CAUCA)","MIRANDA",289,31733
2018,"Antioquia","NORTE (ANTIOQUIA)","TOLEDO",196,4993
2016,"Cordoba","SABANAS (CORDOBA)","CHINU",1412,46948
2017,"Santander","VELEZ","BARBOSA",2141,30401
2020,"Narino","COSTA","LA TOLA",8,7528
2016,"Caldas","ALTO OCCIDENTE","MARMATO",100,8727
2019,"Huila","NORTE (HUILA)","ALGECIRAS",310,22498
2015,"Antioquia","ORIENTE (ANTIOQUIA)","SAN RAFAEL",755,15756
2020,"Antioquia","OCCIDENTE (ANTIOQUIA)","GIRALDO",208,5725
2019,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","SAN PEDRO",1031,17082
2016,"Boyaca","CENTRO (BOYACA)","TUTA",150,8080
2018,"Boyaca","MARQUEZ","RAMIRIQUI",464,9887
2020,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CAQUEZA",1375,18228
2017,"Cauca","CENTRO (CAUCA)","ROSAS",20,11409
2017,"Atlantico","NORTE (ATLANTICO)","SOLEDAD",74951,583036
2018,"Cauca","NORTE (CAUCA)","VILLA RICA",80,20693
2017,"Santander","COMUNERA","GALAN",59,2860
2019,"Narino","CENTRO OCCIDENTE","LINARES",19,10098
2017,"Vaupes","VAUPES","TARAIRA",7,2163
2017,"Norte De Santander","NORTE (NORTE DE SANTANDER)","BUCARASICA",29,6045
2015,"Tolima","NORTE (TOLIMA)","AMBALEMA",349,6890
2017,"Antioquia","SUROESTE","CONCORDIA",857,21275
2019,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA UNION",2939,34244
2016,"Santander","VELEZ","PUENTE NACIONAL",191,14439
2015,"Boyaca","NORTE (BOYACA)","TIPACOQUE",31,3460
2016,"Narino","NORTE (NARINO)","BELEN",42,6184
2015,"Caqueta","CAQUETA","CARTAGENA DEL CHAIRA",3,28792
2020,"Boyaca","NEIRA","SAN LUIS DE GACENO",27,5637
2016,"Cauca","SUR (CAUCA)","MERCADERES",19,22225
2017,"Boyaca","OCCIDENTE (BOYACA)","MUZO",290,8700
2019,"Antioquia","ORIENTE (ANTIOQUIA)","MARINILLA",8151,66399
2015,"Narino","COSTA","OLAYA HERRERA",13,25953
2017,"Santander","GARCIA ROVIRA","CEPITA",34,1997
2015,"Cauca","ORIENTE (CAUCA)","INZA",32,27801
2018,"Cundinamarca","SABANA CENTRO","GACHANCIPA",785,17026
2019,"Santander","SOTO","BUCARAMANGA",140859,595635
2019,"Cauca","SUR (CAUCA)","LA VEGA",24,24542
2018,"Boyaca","SUGAMUXI","MONGUI",166,4234
2018,"Narino","NORTE (NARINO)","LEIVA",42,9768
2019,"Boyaca","OCCIDENTE (BOYACA)","TUNUNGUA",10,1559
2017,"Antioquia","ORIENTE (ANTIOQUIA)","EL CARMEN DE VIBORAL",5271,58120
2017,"Narino","CENTRO OCCIDENTE","LA LLANADA",2,6517
2017,"Cauca","NORTE (CAUCA)","VILLA RICA",264,20356
2017,"Norte De Santander","NORTE (NORTE DE SANTANDER)","SARDINATA",110,24453
2016,"Cundinamarca","SUMAPAZ","SILVANIA",713,20110
2019,"Cundinamarca","ALTO MAGDALENA","TOCAIMA",426,16136
2020,"Magdalena","CENTRO (MAGDALENA)","SABANAS DE SAN ANGEL",329,16660
2019,"Tolima","SURORIENTE","DOLORES",42,8250
2017,"Boyaca","TUNDAMA","PAIPA",2982,32940
2019,"La Guajira","SUR (LA GUAJIRA)","HATONUEVO",934,21151
2017,"Boyaca","OCCIDENTE (BOYACA)","CALDAS",31,3145
2015,"Santander","GARCIA ROVIRA","MACARAVITA",23,2382
2019,"Huila","OCCIDENTE (HUILA)","LA PLATA",3023,61735
2015,"Boyaca","CENTRO (BOYACA)","MOTAVITA",29,5424
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","URAMITA",209,6912
2019,"Boyaca","CENTRO (BOYACA)","SOTAQUIRA",184,8237
2019,"Cundinamarca","GUALIVA","ALBAN",138,6650
2017,"Choco","SAN JUAN","UNION PANAMERICANA",14,6869
2015,"Atlantico","SUR (ATLANTICO)","REPELON",142,24838
2017,"Choco","PACIFICO NORTE","BAHIA SOLANO",314,10077
2016,"Antioquia","URABA","ARBOLETES",881,28981
2015,"Santander","COMUNERA","SANTA HELENA DEL OPON",28,3514
2015,"Tolima","NEVADOS","MURILLO",116,4044
2015,"Boyaca","CENTRO (BOYACA)","OICATA",31,2816
2018,"Narino","CENTRO OCCIDENTE","MALLAMA",64,8976
2020,"Santander","GUANENTA","VALLE DE SAN JOSE",235,6232
2019,"Meta","RIO META","PUERTO GAITAN",868,42677
2017,"Cesar","CENTRAL","CHIMICHAGUA",186,33025
2015,"Antioquia","NORDESTE","YALI",281,7606
2018,"Putumayo","PUTUMAYO","PUERTO LEGUIZAMO",242,28468
2019,"Magdalena","NORTE (MAGDALENA)","PUEBLOVIEJO",9,31151
2015,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",23,10763
2020,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","TEORAMA",54,17613
2015,"Santander","SOTO","GIRON",24262,149171
2016,"Magdalena","RIO","REMOLINO",13,11185
2015,"Magdalena","NORTE (MAGDALENA)","FUNDACION",2023,62947
2020,"Boyaca","OCCIDENTE (BOYACA)","SAN MIGUEL DE SEMA",114,3079
2015,"Tolima","SUR (TOLIMA)","COYAIMA",324,23011
2019,"Cauca","NORTE (CAUCA)","SANTANDER DE QUILICHAO",9024,111789
2015,"Narino","CENTRO OCCIDENTE","PROVIDENCIA",58,6060
2020,"La Guajira","NORTE (LA GUAJIRA)","MANAURE",523,90687
2020,"Antioquia","SUROESTE","SALGAR",791,18706
2016,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",8,7303
2016,"Boyaca","GUTIERREZ","GUICAN",72,4313
2015,"Cundinamarca","SUMAPAZ","SAN BERNARDO",77,8264
2017,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOMEQUE",178,11633
2017,"Cauca","SUR (CAUCA)","ALMAGUER",34,18430
2015,"Santander","GUANENTA","OCAMONTE",46,5538
2020,"Caldas","ALTO ORIENTE","PENSILVANIA",1174,20063
2020,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUTIERREZ",20,3615
2018,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SANTA ROSA DEL SUR",934,32646
2015,"Santander","VELEZ","CHIPATA",33,5156
2020,"Atlantico","OCCIDENTAL","TUBARA",47,18447
2016,"Caldas","NORTE (CALDAS)","ARANZAZU",387,10831
2020,"Antioquia","SUROESTE","ANDES",3352,44614
2017,"Cordoba","COSTANERA","LOS CORDOBAS",132,18494
2016,"Bolivar","DIQUE BOLIVARENSE","MAHATES",110,26804
2020,"Meta","RIO META","PUERTO LOPEZ",2543,31618
2017,"Tolima","SUR (TOLIMA)","ATACO",363,19352
2020,"Antioquia","NORDESTE","YALI",233,7826
2017,"Antioquia","URABA","SAN JUAN DE URABA",473,19687
2020,"Narino","NORTE (NARINO)","SAN PABLO",262,15572
2020,"Santander","SOTO","CHARTA",34,2946
2015,"Santander","GARCIA ROVIRA","CERRITO",91,6624
2018,"Caldas","ALTO ORIENTE","MANZANARES",772,17928
2016,"Tolima","NORTE (TOLIMA)","FALAN",155,8039
2018,"Cauca","NORTE (CAUCA)","MIRANDA",330,31360
2019,"Tolima","IBAGUE","IBAGUE",114885,536087
2018,"Antioquia","VALLE DEL ABURRA","GIRARDOTA",7645,51662
2015,"Cundinamarca","SABANA CENTRO","SOPO",2805,22067
2017,"Santander","GARCIA ROVIRA","CARCASI",41,4282
2017,"Narino","CENTRO (NARINO)","TANGUA",166,13400
2016,"Bolivar","DIQUE BOLIVARENSE","ARJONA",2164,67351
2016,"Cundinamarca","RIO NEGRO","PAIME",48,4187
2019,"Guainia","GUAINIA","BARRANCOMINAS",3,8042
2016,"Huila","CENTRO (HUILA)","SUAZA",13,20950
2017,"Choco","SAN JUAN","EL CANTON DEL SAN PABLO",12,6089
2018,"Cordoba","SABANAS (CORDOBA)","CHINU",2774,47917
2016,"Risaralda","DOS - VERTIENTE OCCIDENTAL","QUINCHIA",346,27229
2020,"Cundinamarca","ORIENTE (CUNDINAMARCA)","UNE",257,7395
2019,"Cundinamarca","SABANA CENTRO","SOPO",3805,27456
2020,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ROLDANILLO",6160,37376
2015,"Sucre","SAN JORGE (SUCRE)","LA UNION",22,11745
2018,"Cordoba","BAJO SINU","PURISIMA",48,17206
2020,"Sucre","MOJANA","GUARANDA",20,18304
2016,"Boyaca","OCCIDENTE (BOYACA)","CALDAS",30,3245
2017,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",29,10868
2015,"Bolivar","DIQUE BOLIVARENSE","SANTA CATALINA",302,13830
2016,"Magdalena","SANTA MARTA","SANTA MARTA",68079,477190
2016,"Boyaca","MARQUEZ","RAMIRIQUI",312,9676
2019,"Cundinamarca","UBATE","FUQUENE",71,5047
2019,"Norte De Santander","ORIENTAL","SAN CAYETANO",89,7442
2017,"Tolima","SURORIENTE","PRADO",289,8492
2017,"Cesar","SUR (CESAR)","SAN MARTIN",124,25687
2015,"Boyaca","LA LIBERTAD","PAYA",6,2562
2016,"Cordoba","COSTANERA","MONITOS",174,28837
2020,"Tolima","NEVADOS","SANTA ISABEL",27,5763
2020,"Boyaca","MARQUEZ","RAMIRIQUI",641,10199
2016,"Magdalena","CENTRO (MAGDALENA)","CHIVOLO",15,20602
2020,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JACINTO",858,24870
2019,"Sucre","MONTES DE MARIA (SUCRE)","SINCELEJO",36286,286635
2016,"Cundinamarca","SABANA OCCIDENTE","MADRID",14370,99781
2020,"Cundinamarca","MEDINA","PARATEBUENO",183,8966
2015,"Magdalena","NORTE (MAGDALENA)","ARACATACA",348,37659
2015,"Choco","PACIFICO SUR","EL LITORAL DEL SAN JUAN",27,19270
2019,"Magdalena","CENTRO (MAGDALENA)","CHIVOLO",19,22715
2020,"Cundinamarca","RIO NEGRO","TOPAIPI",20,4350
2016,"Casanare","CASANARE","AGUAZUL",1908,35532
2017,"Cundinamarca","SUMAPAZ","GRANADA",93,6846
2015,"La Guajira","SUR (LA GUAJIRA)","DISTRACCION",100,12298
2015,"Narino","SUR (NARINO)","PUPIALES",349,17557
2019,"Antioquia","SUROESTE","AMAGA",3181,30777
2015,"Antioquia","ORIENTE (ANTIOQUIA)","RETIRO",4077,22178
2020,"Caqueta","CAQUETA","SOLITA",24,6271
2017,"Cauca","NORTE (CAUCA)","PADILLA",24,9877
2015,"Antioquia","OCCIDENTE (ANTIOQUIA)","OLAYA",156,3093
2020,"Caldas","ORIENTE (CALDAS)","SAMANA",546,20912
2019,"Antioquia","SUROESTE","BETANIA",572,10274
2018,"Atlantico","OCCIDENTAL","JUAN DE ACOSTA",386,20999
2017,"Caldas","BAJO OCCIDENTE","SAN JOSE",131,5037
2020,"Cordoba","BAJO SINU","LORICA",5592,115491
2017,"Santander","COMUNERA","EL GUACAMAYO",74,2137
2020,"Cundinamarca","GUALIVA","SAN FRANCISCO",1042,11585
2018,"Cauca","CENTRO (CAUCA)","MORALES",143,38838
2018,"Putumayo","PUTUMAYO","PUERTO ASIS",7337,64867
2015,"Bolivar","DEPRESION MOMPOSINA","SANTA CRUZ DE MOMPOX",1316,42960
2020,"Bolivar","LOBA","BARRANCO DE LOBA",49,15557
2016,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","ARBOLEDAS",15,9324
2018,"Tolima","NORTE (TOLIMA)","FALAN",134,7693
2016,"Choco","ATRATO","BAGADO",26,10693
2018,"La Guajira","NORTE (LA GUAJIRA)","MANAURE",569,83072
2018,"Tolima","SUR (TOLIMA)","PLANADAS",535,25764
2017,"Cauca","NORTE (CAUCA)","SANTANDER DE QUILICHAO",7564,109215
2015,"Antioquia","URABA","TURBO",8020,118571
2019,"Santander","MARES","BARRANCABERMEJA",37757,207494
2020,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","SAN CALIXTO",29,13342
2018,"Boyaca","OCCIDENTE (BOYACA)","TUNUNGUA",33,1540
2015,"Antioquia","ORIENTE (ANTIOQUIA)","PENOL",1285,20119
2017,"Boyaca","ORIENTE (BOYACA)","GUATEQUE",490,10574
2020,"Santander","GARCIA ROVIRA","CEPITA",7,2052
2017,"Putumayo","PUTUMAYO","SAN FRANCISCO",289,5561
2016,"Choco","PACIFICO SUR","EL LITORAL DEL SAN JUAN",30,20080
2017,"Antioquia","URABA","CAREPA",4501,46629
2020,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","MORALES",62,23563
2016,"Meta","ARIARI","MESETAS",237,11021
2020,"Magdalena","CENTRO (MAGDALENA)","NUEVA GRANADA",19,21045
2015,"Narino","NORTE (NARINO)","EL ROSARIO",6,11980
2019,"Cordoba","ALTO SINU","TIERRALTA",3368,93873
2020,"Narino","NORTE (NARINO)","EL TABLON DE GOMEZ",136,14674
2019,"Boyaca","TUNDAMA","BELEN",40,7500
2017,"Cundinamarca","SABANA CENTRO","CAJICA",16508,77498
2016,"Antioquia","URABA","APARTADO",13656,115555
2018,"Antioquia","URABA","SAN PEDRO DE URABA",1131,30932
2015,"Tolima","IBAGUE","CAJAMARCA",464,18521
2015,"Huila","NORTE (HUILA)","TERUEL",5,7936
2017,"Bolivar","DIQUE BOLIVARENSE","CLEMENCIA",291,14347
2019,"Antioquia","BAJO CAUCA","NECHI",703,26652
2020,"Valle Del Cauca","OCCIDENTE (VALLE DEL CAUCA)","BUENAVENTURA",28886,317881
2019,"Cundinamarca","GUALIVA","SAN FRANCISCO",773,11316
2016,"Huila","SUR (HUILA)","PITALITO",10984,120010
2020,"Boyaca","RICAURTE","ARCABUCO",418,6042
2015,"Magdalena","SUR (MAGDALENA)","SANTA BARBARA DE PINTO",10,10599
2017,"Huila","NORTE (HUILA)","PALERMO",720,25946
2018,"Antioquia","ORIENTE (ANTIOQUIA)","ABEJORRAL",1037,20367
2016,"Cordoba","COSTANERA","SAN ANTERO",806,32818
2016,"Arauca","ARAUCA","SARAVENA",2111,52248
2020,"Cauca","SUR (CAUCA)","BALBOA",19,21699
2016,"Cundinamarca","SABANA OCCIDENTE","FUNZA",17030,83139
2017,"Bolivar","LOBA","ALTOS DEL ROSARIO",171,10776
2018,"Norte De Santander","NORTE (NORTE DE SANTANDER)","SARDINATA",84,25142
2015,"Boyaca","GUTIERREZ","CUBARA",6,9613
2019,"Santander","COMUNERA","CONTRATACION",175,3683
2020,"La Guajira","SUR (LA GUAJIRA)","VILLANUEVA",2163,30791
2018,"Cauca","ORIENTE (CAUCA)","PURACE",69,17272
2020,"Cordoba","SINU MEDIO","CIENAGA DE ORO",1907,61112
2019,"Santander","COMUNERA","GUADALUPE",25,4473
2017,"Tolima","SUR (TOLIMA)","ORTEGA",401,34429
