"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2017,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",414,32991
2018,"Sucre","MONTES DE MARIA (SUCRE)","COLOSO",16,8623
2018,"Boyaca","NORTE (BOYACA)","SATIVASUR",40,1097
2020,"Tolima","NORTE (TOLIMA)","HONDA",4238,25426
2020,"Sucre","MORROSQUILLO","SAN ONOFRE",406,53095
2019,"Huila","NORTE (HUILA)","NEIVA",77527,361049
2015,"Cundinamarca","GUALIVA","NOCAIMA",76,5628
2020,"Antioquia","VALLE DEL ABURRA","BARBOSA",7918,53996
2020,"Boyaca","ORIENTE (BOYACA)","SOMONDOCO",12,2968
2015,"Arauca","ARAUCA","ARAUQUITA",363,45049
2018,"Cordoba","SAN JORGE (CORDOBA)","PUEBLO NUEVO",1049,35655
2015,"Narino","NORTE (NARINO)","CUMBITARA",4,6017
2015,"Antioquia","MAGDALENA MEDIO","CARACOLI",211,4763
2016,"Cordoba","SINU MEDIO","SAN PELAYO",800,51190
2017,"Choco","DARIEN","CARMEN DEL DARIEN",25,17524
2020,"Cundinamarca","GUAVIO","GACHALA",122,4640
2016,"Cundinamarca","ALMEIDAS","SESQUILE",181,10470
2016,"Casanare","CASANARE","SACAMA",81,2020
2020,"Cundinamarca","BAJO MAGDALENA","GUADUAS",1199,32799
2015,"Tolima","IBAGUE","COELLO",130,8272
2020,"Cundinamarca","MAGDALENA CENTRO","GUAYABAL DE SIQUIMA",112,4745
2015,"Cordoba","SINU MEDIO","SAN PELAYO",793,50935
2019,"Choco","PACIFICO SUR","EL LITORAL DEL SAN JUAN",57,22242
2018,"Antioquia","NORTE (ANTIOQUIA)","GOMEZ PLATA",787,9753
2015,"Boyaca","NEIRA","MACANAL",61,4831
2019,"Cundinamarca","RIO NEGRO","EL PENON",24,4710
2017,"Cundinamarca","TEQUENDAMA","QUIPILE",28,6220
2019,"Sucre","SABANAS (SUCRE)","SAN PEDRO",11,18920
2016,"Caldas","CENTRO (CALDAS)","VILLAMARIA",9132,62261
2015,"Antioquia","ORIENTE (ANTIOQUIA)","SAN FRANCISCO",171,5672
2017,"Boyaca","SUGAMUXI","PESCA",203,6996
2016,"Boyaca","TUNDAMA","BUSBANZA",28,1105
2018,"Magdalena","SUR (MAGDALENA)","GUAMAL",31,26620
2018,"Choco","SAN JUAN","RIO IRO",18,5467
2019,"Narino","CENTRO (NARINO)","PASTO",78388,392748
2018,"Santander","SOTO","SANTA BARBARA",31,2401
2017,"Amazonas","AMAZONAS","PUERTO NARINO",8,9523
2018,"Putumayo","PUTUMAYO","SAN FRANCISCO",234,5645
2018,"Santander","COMUNERA","CHIMA",26,2875
2015,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","TEORAMA",42,15397
2015,"Caldas","CENTRO (CALDAS)","CHINCHINA",5335,50617
2020,"Antioquia","URABA","NECOCLI",1993,43840
2015,"Casanare","CASANARE","PORE",453,11420
2015,"Huila","NORTE (HUILA)","IQUIRA",10,8976
2018,"Arauca","ARAUCA","ARAUQUITA",877,49841
2017,"Norte De Santander","SUR ORIENTE","LABATECA",78,6108
2016,"Choco","SAN JUAN","RIO IRO",16,6006
2016,"Antioquia","ORIENTE (ANTIOQUIA)","ALEJANDRIA",288,4620
2017,"Casanare","CASANARE","YOPAL",21737,164295
2016,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CHIPAQUE",136,8964
2020,"La Guajira","SUR (LA GUAJIRA)","DISTRACCION",456,14210
2020,"Bolivar","DIQUE BOLIVARENSE","CALAMAR",76,23607
2018,"Boyaca","NEIRA","GARAGOA",545,17932
2016,"Boyaca","RICAURTE","SANTANA",182,7392
2016,"Bolivar","MOJANA BOLIVARENSE","MONTECRISTO",17,15415
2020,"Guainia","GUAINIA","MORICHAL",4,945
2020,"Santander","VELEZ","GUEPSA",100,5240
2018,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","EL CERRITO",5309,56470
2016,"Atlantico","OCCIDENTAL","JUAN DE ACOSTA",34,19923
2018,"Santander","VELEZ","SAN BENITO",41,2950
2016,"Santander","COMUNERA","CHIMA",36,2939
2019,"Narino","NORTE (NARINO)","EL ROSARIO",13,12169
2020,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",13,11262
2016,"Amazonas","AMAZONAS","LETICIA",452,46301
2018,"Santander","GUANENTA","JORDAN",15,1314
2017,"Santander","MARES","BARRANCABERMEJA",32219,200583
2020,"Cundinamarca","RIO NEGRO","PAIME",24,4401
2017,"Narino","SUR (NARINO)","CUASPUD CARLOSAMA",151,9142
2017,"Meta","ARIARI","EL CASTILLO",121,7994
2016,"Cauca","NORTE (CAUCA)","BUENOS AIRES",25,30550
2018,"Cundinamarca","GUALIVA","NIMAIMA",51,3589
2016,"Casanare","CASANARE","PORE",603,11563
2020,"Antioquia","ORIENTE (ANTIOQUIA)","ALEJANDRIA",224,4790
2016,"Choco","ATRATO","LLORO",34,9835
2016,"Antioquia","NORDESTE","SAN ROQUE",1215,21217
2015,"Santander","VELEZ","AGUADA",25,1857
2018,"Cundinamarca","ALMEIDAS","TIBIRITA",57,3158
2018,"Santander","GUANENTA","SAN JOAQUIN",44,2241
2019,"Boyaca","OCCIDENTE (BOYACA)","PUERTO BOYACA",5190,47600
2020,"Boyaca","CENTRO (BOYACA)","SOTAQUIRA",148,8423
2018,"Boyaca","MARQUEZ","JENESANO",172,7200
2017,"Meta","PIEDEMONTE","CUMARAL",2202,22501
2018,"Antioquia","URABA","VIGIA DEL FUERTE",137,9093
2016,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GUACARI",2362,32838
2015,"Santander","VELEZ","LA BELLEZA",62,6358
2018,"Santander","GUANENTA","ENCINO",35,2552
2015,"Boyaca","OCCIDENTE (BOYACA)","OTANCHE",231,7878
2016,"Cundinamarca","MEDINA","MEDINA",141,7921
2017,"Atlantico","SUR (ATLANTICO)","LURUACO",422,27455
2020,"Cesar","SUR (CESAR)","PELAYA",207,22318
2016,"Cesar","NOROCCIDENTAL","EL COPEY",22,29026
2015,"Caqueta","CAQUETA","BELEN DE LOS ANDAQUIES",33,11435
2020,"Santander","COMUNERA","GAMBITA",27,4097
2016,"Sucre","MONTES DE MARIA (SUCRE)","SINCELEJO",31474,268622
2018,"Cundinamarca","TEQUENDAMA","CACHIPAY",118,9972
2017,"Boyaca","OCCIDENTE (BOYACA)","COPER",85,3627
2019,"Boyaca","NORTE (BOYACA)","BOAVITA",42,4888
2018,"Casanare","CASANARE","MANI",955,17211
2020,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ALCALA",1263,14535
2019,"Cordoba","SAN JORGE (CORDOBA)","PLANETA RICA",4290,64465
2020,"Antioquia","OCCIDENTE (ANTIOQUIA)","LIBORINA",425,10313
2019,"Casanare","CASANARE","MANI",183,17359
2016,"Cesar","CENTRAL","LA JAGUA DE IBIRICO",390,43661
2020,"Cundinamarca","RIO NEGRO","VILLAGOMEZ",18,1848
2018,"Cundinamarca","SUMAPAZ","CABRERA",92,4722
2015,"Sucre","MONTES DE MARIA (SUCRE)","SINCELEJO",31495,265212
2018,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GUADALAJARA DE BUGA",21702,127545
2019,"Cundinamarca","SUMAPAZ","CABRERA",34,4885
2019,"Boyaca","LA LIBERTAD","LABRANZAGRANDE",20,3501
2019,"Risaralda","DOS - VERTIENTE OCCIDENTAL","GUATICA",153,12108
2019,"Narino","CENTRO OCCIDENTE","MALLAMA",19,8960
2019,"Cundinamarca","ALMEIDAS","MACHETA",47,6171
2020,"Casanare","CASANARE","MANI",169,17487
2015,"Boyaca","NEIRA","SANTA MARIA",142,3809
2016,"Tolima","IBAGUE","ROVIRA",400,21808
2019,"Magdalena","NORTE (MAGDALENA)","ZONA BANANERA",351,71578
2015,"Santander","GARCIA ROVIRA","CAPITANEJO",190,5702
2018,"Narino","CENTRO (NARINO)","CHACHAGUI",149,15354
2015,"Cauca","CENTRO (CAUCA)","PIENDAMO - TUNIA",767,39517
2019,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ALCALA",1037,14189
2019,"Santander","MARES","BETULIA",37,6003
2015,"Antioquia","VALLE DEL ABURRA","BARBOSA",4427,49550
2019,"Tolima","SUR (TOLIMA)","ORTEGA",143,34453
2019,"Cordoba","COSTANERA","LOS CORDOBAS",152,19038
2019,"Casanare","CASANARE","TAURAMENA",1372,24445
2016,"Guaviare","GUAVIARE","MIRAFLORES",13,6464
2019,"Cordoba","COSTANERA","MONITOS",274,30242
2018,"La Guajira","SUR (LA GUAJIRA)","VILLANUEVA",1424,28346
2019,"Santander","GUANENTA","BARICHARA",795,10674
2019,"Boyaca","CENTRO (BOYACA)","TUTA",209,8369
2015,"Narino","SUR (NARINO)","PUERRES",98,8773
2019,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUTIERREZ",48,3478
2017,"Boyaca","SUGAMUXI","MONGUI",102,4223
2016,"Antioquia","ORIENTE (ANTIOQUIA)","EL SANTUARIO",2894,34347
2017,"Meta","ARIARI","LEJANIAS",229,11389
2019,"Santander","GUANENTA","MOGOTES",34,10576
2016,"Antioquia","OCCIDENTE (ANTIOQUIA)","SAN JERONIMO",1106,14912
2019,"Caqueta","CAQUETA","CURILLO",22,7683
2020,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","HACARI",57,10881
2020,"Cundinamarca","GUALIVA","VERGARA",88,7208
2020,"Cundinamarca","SABANA OCCIDENTE","FUNZA",23260,101420
2019,"Cundinamarca","SUMAPAZ","TIBACUY",24,4477
2018,"Bolivar","MONTES DE MARIA (BOLIVAR)","CORDOBA",156,15960
2018,"Antioquia","OCCIDENTE (ANTIOQUIA)","PEQUE",222,8097
2017,"Cundinamarca","SUMAPAZ","VENECIA",69,4126
2018,"Antioquia","OCCIDENTE (ANTIOQUIA)","FRONTINO",1152,20739
2019,"Tolima","IBAGUE","ANZOATEGUI",29,10110
2016,"Boyaca","SUGAMUXI","MONGUA",110,4678
2015,"Antioquia","OCCIDENTE (ANTIOQUIA)","ABRIAQUI",62,2630
2016,"Bolivar","DEPRESION MOMPOSINA","SAN FERNANDO",111,12107
2017,"Cauca","CENTRO (CAUCA)","EL TAMBO",182,53625
2020,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","CANTAGALLO",529,8694
2016,"Boyaca","MARQUEZ","TIBANA",142,8991
2016,"Atlantico","CENTRO ORIENTE","POLONUEVO",9,17371
2016,"Meta","PIEDEMONTE","RESTREPO",467,17648
2016,"Choco","PACIFICO SUR","MEDIO BAUDO",36,14616
2015,"Huila","NORTE (HUILA)","PALERMO",540,25345
2020,"Casanare","CASANARE","VILLANUEVA",3072,37447
2016,"Boyaca","RICAURTE","TOGUI",42,4318
2020,"Norte De Santander","SUR ORIENTE","LABATECA",93,6791
2016,"Boyaca","RICAURTE","SANTA SOFIA",43,3153
2018,"Huila","OCCIDENTE (HUILA)","TESALIA",639,10697
2017,"Huila","SUR (HUILA)","PALESTINA",14,11027
2018,"Caldas","BAJO OCCIDENTE","BELALCAZAR",160,10660
2019,"Cauca","ORIENTE (CAUCA)","PURACE",21,17423
2019,"Antioquia","ORIENTE (ANTIOQUIA)","GUATAPE",1319,8548
2015,"Tolima","SUR (TOLIMA)","RIOBLANCO",209,22954
2015,"Tolima","NEVADOS","VILLAHERMOSA",216,9561
2018,"Caldas","BAJO OCCIDENTE","VITERBO",1022,12734
2016,"Santander","COMUNERA","GALAN",67,2900
2015,"Caqueta","CAQUETA","EL DONCELLO",20,19764
2019,"Boyaca","RICAURTE","SANTA SOFIA",30,3195
2016,"Cesar","NOROCCIDENTAL","EL PASO",33,34570
2018,"Antioquia","ORIENTE (ANTIOQUIA)","GUATAPE",1148,8363
2017,"Caldas","ALTO OCCIDENTE","RIOSUCIO",2201,49685
2017,"Santander","COMUNERA","SANTA HELENA DEL OPON",35,3380
2019,"Casanare","CASANARE","PORE",98,12001
2017,"Magdalena","CENTRO (MAGDALENA)","TENERIFE",16,13032
2020,"Cauca","OCCIDENTE (CAUCA)","LOPEZ",87,19113
2020,"Antioquia","ORIENTE (ANTIOQUIA)","COCORNA",688,15929
2019,"Norte De Santander","SUR ORIENTE","DURANIA",91,4693
2017,"Tolima","NEVADOS","VENADILLO",848,12917
2018,"Antioquia","NORDESTE","SEGOVIA",6518,37900
2017,"Santander","GUANENTA","MOGOTES",241,10499
2015,"Tolima","SURORIENTE","ALPUJARRA",210,4582
2019,"Antioquia","ORIENTE (ANTIOQUIA)","SAN FRANCISCO",229,5776
2018,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CAQUEZA",996,17099
2016,"Santander","GUANENTA","SAN JOAQUIN",50,2281
2017,"Cundinamarca","TEQUENDAMA","APULO",324,7890
2015,"Bolivar","LOBA","EL PENON",80,8267
2015,"Boyaca","CENTRO (BOYACA)","SOTAQUIRA",55,7978
2019,"Antioquia","SUROESTE","CIUDAD BOLIVAR",2289,26160
2015,"La Guajira","NORTE (LA GUAJIRA)","MANAURE",316,75761
2018,"Santander","COMUNERA","SOCORRO",3974,32158
2015,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","FLORIDA",2877,56530
2018,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","BUGALAGRANDE",1981,24318
2017,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GINEBRA",597,22385
2016,"Cundinamarca","SABANA CENTRO","CAJICA",14651,73490
2019,"Cauca","NORTE (CAUCA)","PADILLA",30,9953
2018,"Caqueta","CAQUETA","MORELIA",32,3698
2020,"Atlantico","CENTRO ORIENTE","SABANALARGA",3999,99231
2018,"Sucre","SABANAS (SUCRE)","EL ROBLE",18,9944
2018,"Cundinamarca","SABANA OCCIDENTE","FACATATIVA",18016,139441
2017,"Sucre","MORROSQUILLO","PALMITO",43,13758
2019,"Quindio","VALLE","QUIMBAYA",3004,30911
2019,"Antioquia","SUROESTE","CAICEDO",267,8420
2018,"Bolivar","LOBA","EL PENON",74,7651
2020,"Putumayo","PUTUMAYO","VILLAGARZON",302,25180
2019,"Caqueta","CAQUETA","EL PAUJIL",435,18251
2018,"Bolivar","MONTES DE MARIA (BOLIVAR)","MARIA LA BAJA",451,46112
2019,"Magdalena","SANTA MARTA","SANTA MARTA",83088,521239
2019,"Boyaca","OCCIDENTE (BOYACA)","SAN PABLO DE BORBUR",50,6664
2018,"Narino","NORTE (NARINO)","SAN PABLO",367,15389
2018,"Antioquia","URABA","CHIGORODO",5992,57375
2015,"Cundinamarca","GUAVIO","LA CALERA",4525,26308
2015,"Cesar","SUR (CESAR)","LA GLORIA",17,15604
2018,"Bolivar","MOJANA BOLIVARENSE","SAN JACINTO DEL CAUCA",98,9935
2017,"Antioquia","OCCIDENTE (ANTIOQUIA)","LIBORINA",405,10007
2016,"Cundinamarca","ORIENTE (CUNDINAMARCA)","FOSCA",60,5550
2018,"Magdalena","SUR (MAGDALENA)","SAN ZENON",6,11681
2017,"Antioquia","MAGDALENA MEDIO","PUERTO TRIUNFO",1593,17669
2016,"Cundinamarca","ALMEIDAS","CHOCONTA",1033,19098
2018,"Atlantico","CENTRO ORIENTE","POLONUEVO",36,18197
2019,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","MORALES",29,22846
2018,"Cauca","ORIENTE (CAUCA)","JAMBALO",48,17841
2018,"Sucre","SABANAS (SUCRE)","SAMPUES",1733,46455
2019,"Boyaca","LENGUPA","BERBEO",30,1587
2019,"Narino","NORTE (NARINO)","SAN BERNARDO",23,9186
2016,"Boyaca","CENTRO (BOYACA)","SIACHOQUE",71,6610
2020,"Cundinamarca","TEQUENDAMA","APULO",552,8761
2018,"Cordoba","SABANAS (CORDOBA)","SAHAGUN",6213,107636
2018,"Tolima","SURORIENTE","DOLORES",204,8359
2016,"Boyaca","OCCIDENTE (BOYACA)","SAN MIGUEL DE SEMA",36,3035
2015,"Tolima","NORTE (TOLIMA)","HONDA",2811,25281
2016,"Cesar","SUR (CESAR)","AGUACHICA",6606,103714
2016,"Antioquia","NORTE (ANTIOQUIA)","TOLEDO",175,5049
2015,"Tolima","SUR (TOLIMA)","ATACO",292,19571
2020,"Antioquia","SUROESTE","VALPARAISO",550,6682
2017,"Boyaca","GUTIERREZ","EL ESPINO",103,3079
2016,"Huila","SUR (HUILA)","ELIAS",13,4086
2017,"Magdalena","SUR (MAGDALENA)","SAN SEBASTIAN DE BUENAVISTA",28,19003
2016,"Boyaca","LA LIBERTAD","LABRANZAGRANDE",58,3625
2020,"Cauca","SUR (CAUCA)","PATIA",340,37794
2020,"Tolima","IBAGUE","ESPINAL",13888,72943
2019,"Choco","ATRATO","EL CARMEN DE ATRATO",155,8197
2019,"Antioquia","ORIENTE (ANTIOQUIA)","GRANADA",728,9870
2015,"Boyaca","SUGAMUXI","NOBSA",664,15334
2019,"Caldas","NORTE (CALDAS)","AGUADAS",248,22907
2018,"Cundinamarca","MAGDALENA CENTRO","CHAGUANI",83,4182
2016,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SANTA ROSA DEL SUR",738,31080
2016,"Cundinamarca","GUALIVA","NOCAIMA",90,5770
2020,"Santander","GARCIA ROVIRA","SAN ANDRES",40,8893
2015,"Tolima","SUR (TOLIMA)","CHAPARRAL",2641,50076
2017,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","PALMIRA",57283,345649
2018,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","PRADERA",3793,47615
2019,"Cauca","SUR (CAUCA)","SANTA ROSA",31,5354
2020,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ZARZAL",4462,42705
2018,"Cauca","NORTE (CAUCA)","SUAREZ",29,31904
2017,"Cauca","SUR (CAUCA)","FLORENCIA",7,5176
2018,"Santander","SOTO","EL PLAYON",302,13713
2015,"Sucre","MORROSQUILLO","SAN JOSE DE TOLUVIEJO",241,20311
2020,"Cauca","SUR (CAUCA)","MERCADERES",13,23683
2018,"Antioquia","URABA","TURBO",10516,124552
2020,"Caldas","ORIENTE (CALDAS)","LA DORADA",10730,73645
2020,"Tolima","SUR (TOLIMA)","SAN ANTONIO",50,13197
2018,"Antioquia","SUROESTE","URRAO",1575,30127
2020,"Antioquia","VALLE DEL ABURRA","SABANETA",37339,86154
2019,"Boyaca","MARQUEZ","NUEVO COLON",84,5172
2019,"Cauca","SUR (CAUCA)","SUCRE",10,9582
2016,"Boyaca","RICAURTE","MONIQUIRA",660,22302
2019,"Narino","COSTA","MOSQUERA",32,12283
2015,"Santander","GUANENTA","CURITI",171,12145
2019,"La Guajira","NORTE (LA GUAJIRA)","MAICAO",11229,178832
2015,"Cundinamarca","GUAVIO","JUNIN",42,5734
2019,"Antioquia","VALLE DEL ABURRA","SABANETA",34565,85484
2016,"Cundinamarca","TEQUENDAMA","ANAPOIMA",478,13311
2015,"Boyaca","OCCIDENTE (BOYACA)","SAN PABLO DE BORBUR",62,6511
2020,"Bolivar","DIQUE BOLIVARENSE","TURBACO",13081,110631
2018,"Tolima","IBAGUE","ROVIRA",363,21674
2015,"Cordoba","SINU MEDIO","CIENAGA DE ORO",1359,57627
2017,"Santander","GUANENTA","BARICHARA",322,10266
2020,"Antioquia","BAJO CAUCA","TARAZA",1888,28009
2016,"Narino","SUR (NARINO)","FUNES",142,7166
2016,"Antioquia","BAJO CAUCA","CAUCASIA",8263,86492
2015,"Meta","ARIARI","FUENTE DE ORO",328,11421
2020,"Arauca","ARAUCA","TAME",3324,49341
2016,"Antioquia","OCCIDENTE (ANTIOQUIA)","EBEJICO",509,12227
2019,"Choco","PACIFICO NORTE","JURADO",113,6774
2017,"Sucre","SAN JORGE (SUCRE)","CAIMITO",14,14855
2015,"Huila","OCCIDENTE (HUILA)","PAICOL",10,6366
2019,"Boyaca","NEIRA","CHINAVITA",25,3198
2019,"Cordoba","SAN JORGE (CORDOBA)","MONTELIBANO",3965,83908
2020,"Antioquia","SUROESTE","CARAMANTA",406,4813
2017,"Arauca","ARAUCA","PUERTO RONDON",8,4203
2019,"Cesar","SUR (CESAR)","SAN ALBERTO",1016,27449
2020,"Risaralda","TRES - VERTIENTE DEL PACIFICO","PUEBLO RICO",430,16549
2019,"Cundinamarca","RIO NEGRO","LA PALMA",56,9588
2015,"Sucre","SABANAS (SUCRE)","SAN JUAN DE BETULIA",91,12873
2015,"Boyaca","CENTRO (BOYACA)","VENTAQUEMADA",167,15105
2015,"Santander","GUANENTA","VALLE DE SAN JOSE",47,5904
2019,"Magdalena","CENTRO (MAGDALENA)","ARIGUANI",22,31077
2019,"Cordoba","SAN JORGE (CORDOBA)","AYAPEL",1556,47057
2017,"Boyaca","TUNDAMA","BUSBANZA",30,1111
2015,"Putumayo","PUTUMAYO","PUERTO CAICEDO",15,15418
2020,"Antioquia","URABA","MUTATA",1161,14479
2018,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",280,7582
2018,"Cesar","SUR (CESAR)","SAN ALBERTO",1018,26247
2018,"Quindio","CAPITAL (QUINDIO)","ARMENIA",72609,295208
2016,"Antioquia","ORIENTE (ANTIOQUIA)","NARINO",262,10501
2020,"Boyaca","SUGAMUXI","TOTA",37,5331
2020,"Santander","MARES","EL CARMEN DE CHUCURI",32,21745
2019,"Magdalena","NORTE (MAGDALENA)","ARACATACA",514,40726
2018,"Bolivar","LOBA","RIO VIEJO",243,10598
2016,"Antioquia","NORDESTE","YALI",310,7618
2015,"Narino","SUR (NARINO)","GUALMATAN",88,6952
2016,"Boyaca","SUGAMUXI","TOTA",55,5121
2016,"Boyaca","LA LIBERTAD","PISBA",32,1727
2015,"Boyaca","SUGAMUXI","TIBASOSA",162,12325
2019,"Meta","ARIARI","URIBE",300,9388
2019,"Boyaca","MARQUEZ","RAMIRIQUI",389,9988
2015,"Cundinamarca","ALTO MAGDALENA","RICAURTE",599,11104
2018,"Meta","PIEDEMONTE","SAN MARTIN",1759,26707
2016,"Meta","ARIARI","PUERTO RICO",285,13020
2016,"Tolima","NORTE (TOLIMA)","HONDA",2364,25060
2016,"Bolivar","MONTES DE MARIA (BOLIVAR)","MARIA LA BAJA",411,44730
2019,"Boyaca","SUGAMUXI","IZA",196,1972
2016,"La Guajira","SUR (LA GUAJIRA)","FONSECA",1729,39987
2018,"Magdalena","CENTRO (MAGDALENA)","SABANAS DE SAN ANGEL",239,15644
2017,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","BOLIVAR",380,16000
2017,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","CARTAGO",16196,134923
2019,"Antioquia","BAJO CAUCA","CACERES",965,29716
2019,"Cundinamarca","GUAVIO","UBALA",43,7696
2016,"Boyaca","ORIENTE (BOYACA)","SOMONDOCO",37,3013
2016,"Huila","NORTE (HUILA)","YAGUARA",45,7572
2019,"Boyaca","VALDERRAMA","CHITA",38,7881
2020,"Huila","CENTRO (HUILA)","SUAZA",343,22703
2020,"Cundinamarca","SOACHA","SOACHA",146458,715252
2018,"Meta","ARIARI","MESETAS",215,11159
2019,"Antioquia","SUROESTE","TAMESIS",1271,16193
2017,"Cordoba","SAN JORGE (CORDOBA)","PLANETA RICA",3681,63802
2020,"Antioquia","URABA","SAN JUAN DE URABA",833,20897
2017,"Antioquia","NORDESTE","CISNEROS",1206,9747
2015,"Tolima","ORIENTE (TOLIMA)","CARMEN DE APICALA",409,9858
2016,"Caqueta","CAQUETA","SAN JOSE DEL FRAGUA",14,12379
2016,"Boyaca","VALDERRAMA","BETEITIVA",26,1967
2018,"Cundinamarca","UBATE","VILLA DE SAN DIEGO DE UBATE",2861,42558
2018,"Risaralda","UNO - VERTIENTE ORIENTAL","MARSELLA",544,16940
2018,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","LA UNION",2763,33953
2016,"Caqueta","CAQUETA","CARTAGENA DEL CHAIRA",21,29373
2015,"Choco","PACIFICO SUR","BAJO BAUDO",38,27862
2018,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","CUCUTILLA",80,8095
2016,"Boyaca","NORTE (BOYACA)","COVARACHIA",34,2966
2016,"Cauca","ORIENTE (CAUCA)","PURACE",17,16756
2019,"Tolima","NEVADOS","CASABIANCA",35,6326
2015,"Huila","CENTRO (HUILA)","GARZON",4276,69534
2020,"Tolima","SURORIENTE","PRADO",114,8637
2016,"Sucre","SABANAS (SUCRE)","SAN LUIS DE SINCE",649,30602
2018,"Antioquia","NORTE (ANTIOQUIA)","YARUMAL",4501,41542
2019,"Antioquia","NORDESTE","YALI",251,7630
2015,"Antioquia","NORTE (ANTIOQUIA)","BELMIRA",252,5946
2017,"Putumayo","PUTUMAYO","PUERTO ASIS",4759,63570
2019,"Tolima","SUR (TOLIMA)","ATACO",57,19195
2018,"Santander","COMUNERA","HATO",35,2328
2019,"La Guajira","SUR (LA GUAJIRA)","URUMITA",491,11114
2016,"Santander","GUANENTA","VILLANUEVA",188,7769
2020,"Meta","PIEDEMONTE","BARRANCA DE UPIA",467,6762
2017,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","CUCUTILLA",65,7923
2016,"Santander","SOTO","EL PLAYON",311,13404
2019,"Antioquia","ORIENTE (ANTIOQUIA)","PENOL",3366,21427
2015,"Antioquia","SUROESTE","VALPARAISO",302,6821
2017,"Antioquia","URABA","MUTATA",834,13778
2017,"Santander","SOTO","FLORIDABLANCA",67738,285508
2019,"Boyaca","MARQUEZ","TIBANA",99,9085
2020,"Magdalena","RIO","PIVIJAY",1016,39594
2016,"Boyaca","MARQUEZ","CIENEGA",90,4650
2017,"Boyaca","CENTRO (BOYACA)","VENTAQUEMADA",209,15482
2015,"Narino","SUR (NARINO)","ILES",118,7694
2015,"Tolima","NEVADOS","LIBANO",2221,37604
2020,"Caldas","NORTE (CALDAS)","ARANZAZU",305,10683
2016,"Meta","RIO META","PUERTO GAITAN",644,39240
2018,"Choco","SAN JUAN","SAN JOSE DEL PALMAR",53,5114
2019,"Norte De Santander","SUR ORIENTE","LABATECA",63,6443
2020,"Tolima","SUR (TOLIMA)","COYAIMA",356,23164
2016,"Cauca","CENTRO (CAUCA)","TIMBIO",154,35004
2020,"Boyaca","ORIENTE (BOYACA)","GUAYATA",20,3435
2017,"Cundinamarca","MAGDALENA CENTRO","SAN JUAN DE RIO SECO",179,7988
2015,"Cundinamarca","SABANA CENTRO","COGUA",820,19491
2019,"Amazonas","AMAZONAS","TARAPACA",20,3869
2015,"Sucre","MORROSQUILLO","SAN ONOFRE",666,48294
2016,"Quindio","NORTE (QUINDIO)","CIRCASIA",3064,27461
2016,"Cundinamarca","SOACHA","SOACHA",91130,583007
2020,"Cundinamarca","GUALIVA","QUEBRADANEGRA",118,5000
2016,"Santander","SOTO","FLORIDABLANCA",64655,280553
2020,"Atlantico","CENTRO ORIENTE","PONEDERA",173,25378
2018,"Cauca","SUR (CAUCA)","LA VEGA",46,24501
2017,"Boyaca","NEIRA","GARAGOA",734,17707
2018,"Tolima","SUR (TOLIMA)","NATAGAIMA",640,14835
2018,"Antioquia","BAJO CAUCA","CAUCASIA",10504,90213
2018,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUAYABETAL",203,6232
2020,"Magdalena","NORTE (MAGDALENA)","FUNDACION",2971,70639
2019,"Narino","NORTE (NARINO)","SAN PEDRO DE CARTAGO",15,6831
2019,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SAN PABLO",274,28043
2015,"Narino","NORTE (NARINO)","SAN BERNARDO",108,9337
2020,"Choco","SAN JUAN","UNION PANAMERICANA",18,7014
2015,"Santander","COMUNERA","CONTRATACION",107,3668
2020,"Caqueta","CAQUETA","CARTAGENA DEL CHAIRA",210,31626
